IDSubtitle	MovieName	MovieYear	LanguageName	ISO639	SubAddDate	ImdbID	SubFormat	SubSumCD	MovieReleaseName	MovieFPS	SeriesSeason	SeriesEpisode	SeriesIMDBParent	MovieKind	URL
9481662	"The Last of Us" Long, Long Time	2023	Romanian	ro	2023-03-28 00:11:05	14500888	srt	1	 The.Last.of.Us.S01E03.Long.Long.Time.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb	23.976	1	3	3581920	tv	http://www.opensubtitles.org/subtitles/9481662/the-last-of-us-long-long-time-ro
9481663	M3GAN	2022	Portuguese (BR)	pb	2023-03-28 00:14:41	8760708	srt	1	M3GAN.2022.UNRATED.BluRay-RARBG-FGT-ION10-MiMESiS	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481663/m3gan-pb
9481664	Yargi	2021	Greek	el	2023-03-28 00:16:13	12979628	srt	1	 Yargi.27	0.000	0	0	0	tv	http://www.opensubtitles.org/subtitles/9481664/yargi-el
9481665	"La Brea" The Cave	2022	Hungarian	hu	2023-03-28 00:16:23	21186406	srt	1	 La Brea - 02x02 - The Cave.amzn-ntb	23.976	2	2	11640018	tv	http://www.opensubtitles.org/subtitles/9481665/la-brea-the-cave-hu
9481666	Gorgo	1961	Portuguese (BR)	pb	2023-03-28 00:16:52	54938	srt	1	Gorgo (1961) [REPACK] [1080p] [BluRay] [YTS.MX]	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481666/gorgo-pb
9481694	"Django" New Babylon	2022	Portuguese (BR)	pb	2023-03-28 00:20:23	14085932	srt	1	 Django.S01E01.720p.AHDTV.x265-MiNX	23.976	1	1	14084828	tv	http://www.opensubtitles.org/subtitles/9481694/django-new-babylon-pb
9481695	"Django" New Babylon	2022	Portuguese (BR)	pb	2023-03-28 00:20:23	14085932	srt	1	 Django.S01E01.New.Babylon.ITA.ENG.WEB-DL	23.976	1	1	14084828	tv	http://www.opensubtitles.org/subtitles/9481695/django-new-babylon-pb
9481696	"Django" New Babylon	2022	Portuguese (BR)	pb	2023-03-28 00:20:23	14085932	srt	1	 Django.S01E01.WEBRip.x264-XEN0N	23.976	1	1	14084828	tv	http://www.opensubtitles.org/subtitles/9481696/django-new-babylon-pb
9481668	"Yargi" Episode #1.29	2022	Greek	el	2023-03-28 00:22:28	19496900	srt	1	 Yargi.29	0.000	1	29	12979628	tv	http://www.opensubtitles.org/subtitles/9481668/yargi-episode-1-29-el
9481669	Mais ou est donc passee la 7eme compagnie	1973	French	fr	2023-03-28 00:31:36	70356	srt	1	Mais.ou.est.donc.passee.la.7eme.compagnie.1973.1080p.x264.FRENCH.AC3-BlacBeard-Fixed	24.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481669/mais-ou-est-donc-passee-la-7eme-compagnie-fr
9481671	"Mad About You" The Silent Show	1998	English	en	2023-03-28 00:34:59	638973	srt	1	Mad About You S07E05 The Silent Show	0.000	7	5	103484	tv	http://www.opensubtitles.org/subtitles/9481671/mad-about-you-the-silent-show-en
9481672	"El Chapo" Episode #1.8	2017	Bosnian	bs	2023-03-28 00:37:41	7028388	srt	1	 El.Chapo.S01E08.1080p.NF.WEBRip.x265.HEVC.6CH-MRN-bos(1)	25.000	1	8	6692188	tv	http://www.opensubtitles.org/subtitles/9481672/el-chapo-episode-1-8-bs
9481673	The Blacklist	2013	Arabic	ar	2023-03-28 00:42:18	2741602	srt	1	blacklist S100E1000	0.000	0	0	0	tv	http://www.opensubtitles.org/subtitles/9481673/the-blacklist-ar
9481674	"iZombie" Pilot	2015	Italian	it	2023-03-28 00:42:25	3733950	srt	1	 iZombie.S01E01.Il.sonno.eterno.WEBRip.Netflix	0.000	1	1	3501584	tv	http://www.opensubtitles.org/subtitles/9481674/izombie-pilot-it
9481675	"iZombie" Brother, Can You Spare a Brain?	2015	Italian	it	2023-03-28 00:42:29	3822192	srt	1	 iZombie.S01E02.Fratello,.puoi.prestarmi.un.cervello_.WEBRip.Netflix	0.000	1	2	3501584	tv	http://www.opensubtitles.org/subtitles/9481675/izombie-brother-can-you-spare-a-brain-it
9481676	"iZombie" The Exterminator	2015	Italian	it	2023-03-28 00:42:32	4021078	srt	1	 iZombie.S01E03.Il.disinfestatore.WEBRip.Netflix	0.000	1	3	3501584	tv	http://www.opensubtitles.org/subtitles/9481676/izombie-the-exterminator-it
9481677	"iZombie" Liv and Let Clive	2015	Italian	it	2023-03-28 00:42:36	4089160	srt	1	 iZombie.S01E04.Vivi.e.lascia.morire.WEBRip.Netflix	0.000	1	4	3501584	tv	http://www.opensubtitles.org/subtitles/9481677/izombie-liv-and-let-clive-it
9481678	"iZombie" Flight of the Living Dead	2015	Italian	it	2023-03-28 00:42:39	4142142	srt	1	 iZombie.S01E05.Il.volo.dei.morti.viventi.WEBRip.Netflix	0.000	1	5	3501584	tv	http://www.opensubtitles.org/subtitles/9481678/izombie-flight-of-the-living-dead-it
9481679	"iZombie" Virtual Reality Bites	2015	Italian	it	2023-03-28 00:42:43	4133384	srt	1	 iZombie.S01E06.La.realtà.virtuale.morde.WEBRip.Netflix	0.000	1	6	3501584	tv	http://www.opensubtitles.org/subtitles/9481679/izombie-virtual-reality-bites-it
9481680	"iZombie" Maternity Liv	2015	Italian	it	2023-03-28 00:42:47	4157848	srt	1	 iZombie.S01E07.Il.senso.materno.di.Liv.WEBRip.Netflix	0.000	1	7	3501584	tv	http://www.opensubtitles.org/subtitles/9481680/izombie-maternity-liv-it
9481681	"iZombie" Dead Air	2015	Italian	it	2023-03-28 00:42:50	4316304	srt	1	 iZombie.S01E08.Morte.in.onda.WEBRip.Netflix	0.000	1	8	3501584	tv	http://www.opensubtitles.org/subtitles/9481681/izombie-dead-air-it
9481682	"iZombie" Patriot Brains	2015	Italian	it	2023-03-28 00:42:55	4228716	srt	1	 iZombie.S01E09.Il.cervello.del.patriota.WEBRip.Netflix	0.000	1	9	3501584	tv	http://www.opensubtitles.org/subtitles/9481682/izombie-patriot-brains-it
9481683	Louis Armstrong's Black & Blues	2022	Dutch	nl	2023-03-28 00:42:59	14447458	srt	1	Louis Armstrongs Black & Blues 2022.4K 10	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481683/louis-armstrong-s-black-blues-nl
9481684	"iZombie" Astroburger	2015	Italian	it	2023-03-28 00:43:04	4276560	srt	1	 iZombie.S01E11.Astroburger.WEBRip.Netflix	0.000	1	11	3501584	tv	http://www.opensubtitles.org/subtitles/9481684/izombie-astroburger-it
9481685	"iZombie" Dead Rat, Live Rat, Brown Rat, White Rat	2015	Italian	it	2023-03-28 00:43:08	4301958	srt	1	 iZombie.S01E12.L'infiltrato.WEBRip.Netflix	0.000	1	12	3501584	tv	http://www.opensubtitles.org/subtitles/9481685/izombie-dead-rat-live-rat-brown-rat-white-rat-it
9481686	"iZombie" Blaine's World	2015	Italian	it	2023-03-28 00:43:12	4424428	srt	1	 iZombie.S01E13.Il.mondo.di.Blaine.WEBRip.Netflix	0.000	1	13	3501584	tv	http://www.opensubtitles.org/subtitles/9481686/izombie-blaine-s-world-it
9481687	"iZombie" Mr. Berserk	2015	Italian	it	2023-03-28 00:43:40	4239796	srt	1	 iZombie.S01E10.Mister.pazzoide.WEBRip.Netflix	0.000	1	10	3501584	tv	http://www.opensubtitles.org/subtitles/9481687/izombie-mr-berserk-it
9481688	Out of My League	2020	Hebrew	he	2023-03-28 00:46:51	11154906	srt	1	* תרגום אולפנים * Sul piu bello 2020 1080p BluRay DD+5.1 x264-EA	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481688/out-of-my-league-he
9481689	The Reading	2023	Hebrew	he	2023-03-28 00:48:07	13358022	srt	1	The.Reading.2023.1080p.WEBRip.x264-RARBG	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481689/the-reading-he
9481690	Cocaine Bear	2023	Hebrew	he	2023-03-28 00:48:40	14209916	srt	1	* תרגום אולפנים * Cocaine.Bear.2023.1080p.MA.WEB-DL.DDP5.1.Atmos.H.264-CMRG	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481690/cocaine-bear-he
9481691	The Batman	2022	Serbian	sr	2023-03-28 00:49:26	1877830	srt	1	 The.Batman.2022.1080p.WEBRip.x264.AAC5.1-[YTS.MX]	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481691/the-batman-sr
9481692	Avatar: The Way of Water	2022	Hebrew	he	2023-03-28 00:49:46	1630029	srt	1	 Avatar.The.Way.of.Water.2022.720p.WEB.DL.DDP5.1.Atmos.H.264.CMRG	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481692/avatar-the-way-of-water-he
9481693	The Forecaster	2014	Polish	pl	2023-03-28 00:59:04	4103404	srt	1	The Forecaster 2014	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481693/the-forecaster-pl
9481697	Konferenz der Tiere	2010	Dutch	nl	2023-03-28 01:02:23	1620449	srt	1	Animals.United.2010.1080p.BluRay.x265-RARBG	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481697/konferenz-der-tiere-nl
9481698	"Broadchurch" Episode #1.8	2013	Arabic	ar	2023-03-28 01:02:36	2520258	srt	1	Broadchurch S01E08 1080p.BluRay	0.000	1	8	2249364	tv	http://www.opensubtitles.org/subtitles/9481698/broadchurch-episode-1-8-ar
9481699	"Broadchurch" Episode #1.7	2013	Arabic	ar	2023-03-28 01:03:28	2738132	srt	1	Broadchurch S01E07 1080p.BluRay	0.000	1	7	2249364	tv	http://www.opensubtitles.org/subtitles/9481699/broadchurch-episode-1-7-ar
9481700	"Broadchurch" Episode #1.6	2013	Arabic	ar	2023-03-28 01:04:08	2738130	srt	1	Broadchurch S01E06 1080p.BluRay	0.000	1	6	2249364	tv	http://www.opensubtitles.org/subtitles/9481700/broadchurch-episode-1-6-ar
9481701	"Broadchurch" Episode #1.5	2013	Arabic	ar	2023-03-28 01:04:54	2708698	srt	1	Broadchurch S01E05 1080p.BluRay	0.000	1	5	2249364	tv	http://www.opensubtitles.org/subtitles/9481701/broadchurch-episode-1-5-ar
9481702	"Broadchurch" Episode #1.4	2013	Arabic	ar	2023-03-28 01:05:18	2708696	srt	1	Broadchurch S01E04 1080p.BluRay	0.000	1	4	2249364	tv	http://www.opensubtitles.org/subtitles/9481702/broadchurch-episode-1-4-ar
9481703	"Broadchurch" Episode #1.3	2013	Arabic	ar	2023-03-28 01:06:21	2562006	srt	1	Broadchurch S01E03 1080p.BluRay	0.000	1	3	2249364	tv	http://www.opensubtitles.org/subtitles/9481703/broadchurch-episode-1-3-ar
9481704	"Broadchurch" Episode #1.2	2013	Arabic	ar	2023-03-28 01:06:53	2356222	srt	1	Broadchurch S01E02 1080p.BluRay	0.000	1	2	2249364	tv	http://www.opensubtitles.org/subtitles/9481704/broadchurch-episode-1-2-ar
9481705	"Deep State" The Man Came Around	2018	Persian	fa	2023-03-28 01:07:57	7113054	srt	1	 Deep.State.S01E03.HDTV	25.000	1	3	4785472	tv	http://www.opensubtitles.org/subtitles/9481705/deep-state-the-man-came-around-fa
9481706	Soof 3	2022	Dutch	nl	2023-03-28 01:09:47	11847834	srt	1	Soof.3.2022.DUTCH.1080p.BluRay.x264-HDEX	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481706/soof-3-nl
9481707	"Masameer County" Ice Cream	2021	Italian	it	2023-03-28 01:10:11	14968722	srt	1	 Masameer.County.S01.Il.gelato.WEBRip.Netflix	0.000	1	1	14936146	tv	http://www.opensubtitles.org/subtitles/9481707/masameer-county-ice-cream-it
9481708	The Wolf of Snow Hollow	2020	Greek	el	2023-03-28 01:10:16	11140488	srt	1	 The.Wolf.Of.Snow.Hollow.2020.WEB-DL.x264-FGT	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481708/the-wolf-of-snow-hollow-el
9481709	"Masameer County" Lapis		Italian	it	2023-03-28 01:10:34	14967444	srt	1	 Masameer.County.S01.Lapis.WEBRip.Netflix	0.000	1	3	14936146	tv	http://www.opensubtitles.org/subtitles/9481709/masameer-county-lapis-it
9481710	"Masameer County" The Plumber		Italian	it	2023-03-28 01:10:56	14967450	srt	1	 Masameer.County.S01.L'idraulico.WEBRip.Netflix	0.000	1	5	14936146	tv	http://www.opensubtitles.org/subtitles/9481710/masameer-county-the-plumber-it
9481711	"Masameer County" Latrine of Secrets		Italian	it	2023-03-28 01:11:26	14967454	srt	1	 Masameer.County.S01.Il.gabinetto.dei.segreti.WEBRip.Netflix	0.000	1	6	14936146	tv	http://www.opensubtitles.org/subtitles/9481711/masameer-county-latrine-of-secrets-it
9481712	"Masameer County" Minor Occultation		Italian	it	2023-03-28 01:11:38	14967456	srt	1	 Masameer.County.S01.Minor.Occultation.WEBRip.Netflix	0.000	1	7	14936146	tv	http://www.opensubtitles.org/subtitles/9481712/masameer-county-minor-occultation-it
9481713	"Masameer County" Shilajit		Italian	it	2023-03-28 01:11:49	14967458	srt	1	 Masameer.County.S01.Shilajit.WEBRip.Netflix	0.000	1	8	14936146	tv	http://www.opensubtitles.org/subtitles/9481713/masameer-county-shilajit-it
9481714	Avatar: The Way of Water	2022	Bulgarian	bg	2023-03-28 01:12:06	1630029	srt	1	Avatar.The.Way.Of.Water.2022.1080p.WEBRip.x264.AAC5.1-[YTS.MX]	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481714/avatar-the-way-of-water-bg
9481715	"Masameer County" Washingtonia	2021	Italian	it	2023-03-28 01:12:09	14967442	srt	1	 Masameer.County.S01.La.palma.americana.WEBRip.Netflix	0.000	1	2	14936146	tv	http://www.opensubtitles.org/subtitles/9481715/masameer-county-washingtonia-it
9481716	"Masameer County" Pimple		Italian	it	2023-03-28 01:12:21	14967446	srt	1	 Masameer.County.S01.Il.brufolo.WEBRip.Netflix	0.000	1	4	14936146	tv	http://www.opensubtitles.org/subtitles/9481716/masameer-county-pimple-it
9481717	"Star Trek: Strange New Worlds" Lift Us Where Suffering Cannot Reach	2022	Bulgarian	bg	2023-03-28 01:13:30	14426244	srt	1	 Star.Trek.Strange.New.Worlds.S01E06.1080p.WEB.H264-CAKES	24.000	1	6	12327578	tv	http://www.opensubtitles.org/subtitles/9481717/star-trek-strange-new-worlds-lift-us-where-suffering-cannot-reach-bg
9481718	"Banshee" Tribal	2015	Persian	fa	2023-03-28 01:18:06	3842948	srt	1	 Banshee S03E01	23.976	3	5	2017109	tv	http://www.opensubtitles.org/subtitles/9481718/banshee-tribal-fa
9481719	Charlie and the Chocolate Factory	2005	Persian	fa	2023-03-28 01:20:35	367594	srt	1	 Charlie-and-the-Chocolate-Factory-2005-720p-BluRay-x264-YIFY-751-MB-[AlmasMovie]	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481719/charlie-and-the-chocolate-factory-fa
9481720	"Wolf Pack" After Party	2023	Italian	it	2023-03-28 01:29:54	21966326	srt	1	 Wolf Pack_S01E06_[AMZN WEBRip]_La festa è finita.Italiano	0.000	1	6	15487922	tv	http://www.opensubtitles.org/subtitles/9481720/wolf-pack-after-party-it
9481721	A Somewhat Gentle Man	2010	Romanian	ro	2023-03-28 01:30:15	1386683	srt	1	 A.Somewhat.Gentle.Man.2010.NORWEGIAN.720p.BluRay.x264.AAC-[YTS.MX]	24.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481721/a-somewhat-gentle-man-ro
9481722	Nils Karlsson Pyssling	1990	Swedish	sv	2023-03-28 01:30:28	100264	srt	1	Arid Lindgren Movie Collectors Box (DVD)	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481722/nils-karlsson-pyssling-sv
9481723	Nils Karlsson Pyssling	1990	Swedish	sv	2023-03-28 01:31:34	100264	srt	1	Arid Lindgren Movie Collectors Box (DVD)	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481723/nils-karlsson-pyssling-sv
9481724	The Jesus Film	1979	Chinese (simplified)	zh	2023-03-28 01:32:18	79368	vtt	1	The Jesus 1979	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481724/the-jesus-film-zh
9481725	Nils Karlsson Pyssling	1990	Danish	da	2023-03-28 01:33:05	100264	srt	1	Arid Lindgren Movie Collectors Box (DVD)	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481725/nils-karlsson-pyssling-da
9481726	The Jesus Film	1979	Chinese (traditional)	zt	2023-03-28 01:33:38	79368	vtt	1	The Jesus 1979 movie	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481726/the-jesus-film-zt
9481727	"El Chapo" Episode #1.9	2017	Bosnian	bs	2023-03-28 01:38:35	7028392	srt	1	 El.Chapo.S01E09.1080p.NF.WEBRip.x265.HEVC.6CH-MRN-srp	25.000	1	9	6692188	tv	http://www.opensubtitles.org/subtitles/9481727/el-chapo-episode-1-9-bs
9481728	"Rabbit Hole" Episode #1.1	2023	Spanish (LA)	ea	2023-03-28 01:39:37	18305140	srt	1	rabbit hole s01e01 720p/1080	0.000	1	1	5822112	tv	http://www.opensubtitles.org/subtitles/9481728/rabbit-hole-episode-1-1-ea
9481729	"Rabbit Hole" Episode #1.2	2023	Spanish (LA)	ea	2023-03-28 01:40:30	19882046	srt	1	rabbit hole s01e02 720/1080	0.000	1	2	5822112	tv	http://www.opensubtitles.org/subtitles/9481729/rabbit-hole-episode-1-2-ea
9481730	Nils Karlsson Pyssling	1990	Danish	da	2023-03-28 01:41:14	100264	srt	1	Arid Lindgren Movie Collectors Box (DVD)	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481730/nils-karlsson-pyssling-da
9481731	"Something About 1%" The End of the Contract	2016	English	en	2023-03-28 01:41:32	6383372	srt	1	Something About 1% (2016) - S01E13	29.970	1	13	6075098	tv	http://www.opensubtitles.org/subtitles/9481731/something-about-1-the-end-of-the-contract-en
9481732	"Something About 1%" Her Absence - It Feels Like My Heart Is Going To Disappear	2016	English	en	2023-03-28 01:41:52	6383368	srt	1	Something About 1% (2016) - S01E12	29.970	1	12	6075098	tv	http://www.opensubtitles.org/subtitles/9481732/something-about-1-her-absence-it-feels-like-my-heart-is-going-to-disappear-en
9481733	Avatar: The Way of Water	2022	Spanish (LA)	ea	2023-03-28 01:42:02	1630029	srt	1	720p / 1080p webrip	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481733/avatar-the-way-of-water-ea
9481734	"Something About 1%" Do you want to see this through until the end, even though it may be hard?	2016	English	en	2023-03-28 01:42:19	6383364	srt	1	Something About 1% (2016) - S01E11	29.970	1	11	6075098	tv	http://www.opensubtitles.org/subtitles/9481734/something-about-1-do-you-want-to-see-this-through-until-the-end-even-though-it-may-be-hard-en
9481735	"Something About 1%" Hate-Love - 'Should I Spare Them?'	2016	English	en	2023-03-28 01:43:02	6383362	srt	1	Something About 1% (2016) - S01E10	29.970	1	10	6075098	tv	http://www.opensubtitles.org/subtitles/9481735/something-about-1-hate-love-should-i-spare-them-en
9481736	"Something About 1%" Jealousy Is An Unexpected Emotion I've Never Felt Before	2016	English	en	2023-03-28 01:43:27	6383360	srt	1	Something About 1% (2016) - S01E09	29.970	1	9	6075098	tv	http://www.opensubtitles.org/subtitles/9481736/something-about-1-jealousy-is-an-unexpected-emotion-i-ve-never-felt-before-en
9481737	"Your Honor" Part Nineteen	2023	German	de	2023-03-28 01:43:53	22167160	srt	1	 Your.Honor.US.S02E09.Part.Nineteen.1080p.REPACK.AMZN.WEB-DL.DDP5.1.H.264-NTb	23.976	2	9	7440726	tv	http://www.opensubtitles.org/subtitles/9481737/your-honor-part-nineteen-de
9481738	"Something About 1%" A Confession of Sorts; 'Stay here. At my house. By my side.'	2016	English	en	2023-03-28 01:43:53	6383358	srt	1	Something About 1% (2016) - S01E08	29.970	1	8	6075098	tv	http://www.opensubtitles.org/subtitles/9481738/something-about-1-a-confession-of-sorts-stay-here-at-my-house-by-my-side-en
9481739	"Something About 1%" The Meaning of a Gift From a Mere Memory to a Treasured One	2016	English	en	2023-03-28 01:44:16	6383356	srt	1	Something About 1% (2016) - S01E07	29.970	1	7	6075098	tv	http://www.opensubtitles.org/subtitles/9481739/something-about-1-the-meaning-of-a-gift-from-a-mere-memory-to-a-treasured-one-en
9481740	"Something About 1%" Spending Time Together In Our Busy Lives	2016	English	en	2023-03-28 01:44:38	6383354	srt	1	Something About 1% (2016) - S01E06	29.970	1	6	6075098	tv	http://www.opensubtitles.org/subtitles/9481740/something-about-1-spending-time-together-in-our-busy-lives-en
9481741	La 7eme compagnie au clair de lune	1977	French	fr	2023-03-28 01:46:41	76684	srt	1	La.7.eme.Compagnie.au.Clair.de.Lune.1977.1080p.FR.X264.AAC	24.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481741/la-7eme-compagnie-au-clair-de-lune-fr
9481742	"The Last Days of Ptolemy Grey" Reggie	2022	Spanish	es	2023-03-28 01:49:34	14369572	srt	1	 The.Last.Days.of.Ptolemy.Grey.S01E01.1080p.WEBRip.x265-RARBG[eztv.re]	0.000	1	1	13820498	tv	http://www.opensubtitles.org/subtitles/9481742/the-last-days-of-ptolemy-grey-reggie-es
9481743	"The Last Days of Ptolemy Grey" Robyn	2022	Spanish	es	2023-03-28 01:50:04	15306158	srt	1	 The.Last.Days.of.Ptolemy.Grey.S01E03.1080p.WEBRip.x265-RARBG[eztv.re]	0.000	1	2	13820498	tv	http://www.opensubtitles.org/subtitles/9481743/the-last-days-of-ptolemy-grey-robyn-es
9481744	"The Last Days of Ptolemy Grey" Sensia	2022	Spanish	es	2023-03-28 01:50:14	15401062	srt	1	 The.Last.Days.of.Ptolemy.Grey.S01E04.1080p.WEBRip.x265-RARBG[eztv.re]	0.000	1	3	13820498	tv	http://www.opensubtitles.org/subtitles/9481744/the-last-days-of-ptolemy-grey-sensia-es
9481745	"The Last Days of Ptolemy Grey" Nina	2022	Spanish	es	2023-03-28 01:51:27	15401106	srt	1	 The.Last.Days.of.Ptolemy.Grey.S01E05.1080p.WEBRip.x265-RARBG[eztv.re]	0.000	1	5	13820498	tv	http://www.opensubtitles.org/subtitles/9481745/the-last-days-of-ptolemy-grey-nina-es
9481746	"The Last Days of Ptolemy Grey" Ptolemy	2022	Spanish	es	2023-03-28 01:51:35	15122000	srt	1	 The.Last.Days.of.Ptolemy.Grey.S01E06.1080p.WEBRip.x265-RARBG[eztv.re]	0.000	1	6	13820498	tv	http://www.opensubtitles.org/subtitles/9481746/the-last-days-of-ptolemy-grey-ptolemy-es
9481747	"The Last Days of Ptolemy Grey" Robyn	2022	Spanish	es	2023-03-28 01:54:41	15306158	srt	1	 The.Last.Days.of.Ptolemy.Grey.S01E02.1080p.WEBRip.x265-RARBG[eztv.re]	0.000	1	2	13820498	tv	http://www.opensubtitles.org/subtitles/9481747/the-last-days-of-ptolemy-grey-robyn-es
9481748	"The Last Days of Ptolemy Grey" Sensia	2022	Spanish	es	2023-03-28 01:55:56	15401062	srt	1		0.000	1	3	13820498	tv	http://www.opensubtitles.org/subtitles/9481748/the-last-days-of-ptolemy-grey-sensia-es
9481749	"The Last Days of Ptolemy Grey" Coydog	2022	Spanish	es	2023-03-28 01:56:31	15401086	srt	1		0.000	1	4	13820498	tv	http://www.opensubtitles.org/subtitles/9481749/the-last-days-of-ptolemy-grey-coydog-es
9481753	The Jesus Film	1979	Spanish	es	2023-03-28 02:03:58	79368	srt	1	The Jesus 1979 movie	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481753/the-jesus-film-es
9481754	Incroyable mais vrai	2022	Portuguese (BR)	pb	2023-03-28 02:05:20	13145534	srt	1	Incredible.But.True.2022.1080p.BluRay.x264.AAC5.1-[YTS.MX]	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481754/incroyable-mais-vrai-pb
9481755	Moron 5 and the Crying Lady	2012	English	en	2023-03-28 02:08:24	2336373	srt	1	987.109 kB	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481755/moron-5-and-the-crying-lady-en
9481756	Woke Up Like This	2017	English	en	2023-03-28 02:12:17	7189780	srt	1	362.278 kB	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481756/woke-up-like-this-en
9481757	"A Million Little Things" Mic Drop	2023	Portuguese (BR)	pb	2023-03-28 02:16:52	26936098	srt	1	A.Million.Little.Things.S05E06.mic.drop.720p.AMZN.WEB-DL.DDP5.1.H.264-NTb	23.976	5	6	7608248	tv	http://www.opensubtitles.org/subtitles/9481757/a-million-little-things-mic-drop-pb
9481758	"Dollhouse" Ghost	2009	English	en	2023-03-28 02:17:36	1216522	srt	1	Dollhouse.S01E01.Ghost.1080p.BluRay.AC3.HEVC-d3g	23.976	1	1	1135300	tv	http://www.opensubtitles.org/subtitles/9481758/dollhouse-ghost-en
9481759	"Your Honor" Part One	2020	Croatian	hr	2023-03-28 02:18:16	10169690	srt	1	 Your.Honor.US.S01E01.720p.AMZN.WEBRip.x264-GalaxyTV	25.000	1	1	7440726	tv	http://www.opensubtitles.org/subtitles/9481759/your-honor-part-one-hr
9481760	Avatar: The Way of Water	2022	Finnish	fi	2023-03-28 02:18:29	1630029	srt	1	Avatar.The.Way.of.Water.2022.1080p.WEBRip.10Bit.DDP5.1.x265-Asiimov	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481760/avatar-the-way-of-water-fi
9481761	Kiss of Death	1995	Portuguese (BR)	pb	2023-03-28 02:19:35	113552	srt	1	Kiss.Of.Death.1995.1080p.WEBRip.x265-RARBG	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481761/kiss-of-death-pb
9481762	"Family Guy" Adoptation	2023	Italian	it	2023-03-28 02:20:42	26862561	srt	1	Family Guy S21E15	23.976	21	15	182576	tv	http://www.opensubtitles.org/subtitles/9481762/family-guy-adoptation-it
9481763	Avatar: The Way of Water	2022	Thai	th	2023-03-28 02:23:12	1630029	srt	1	 Avatar.The.Way.of.Water.2022.WEBRip.x264	23.980	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481763/avatar-the-way-of-water-th
9481765	Mummies	2023	Thai	th	2023-03-28 02:38:33	23177868	srt	1	 Mummies.2023.WEBRip.x264	23.980	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481765/mummies-th
9481766	Pleasure	2021	Persian	fa	2023-03-28 02:44:23	8550054	srt	1	 01. Pleasure 1(2)	24.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481766/pleasure-fa
9481768	Avatar: The Way of Water	2022	Spanish	es	2023-03-28 03:14:11	1630029	srt	1	 Avatar.The.Way.of.Water.2022.1080p.WEBRip.x265-RARBG	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/9481768/avatar-the-way-of-water-es
9481769	"Final Space" ...And Into the Fire	2021	Italian	it	2023-03-28 03:19:41	12239590	srt	1	 Final.Space.S03E01.WEBRip.Netflix	0.000	3	1	6317068	tv	http://www.opensubtitles.org/subtitles/9481769/final-space-and-into-the-fire-it
9481770	"Final Space" The Hidden Light	2021	Italian	it	2023-03-28 03:19:57	12452142	srt	1	 Final.Space.S03E02.WEBRip.Netflix	0.000	3	2	6317068	tv	http://www.opensubtitles.org/subtitles/9481770/final-space-the-hidden-light-it
9481771	"Final Space" The Ventrexian	2021	Italian	it	2023-03-28 03:20:05	12547884	srt	1	 Final.Space.S03E03.WEBRip.Netflix	0.000	3	3	6317068	tv	http://www.opensubtitles.org/subtitles/9481771/final-space-the-ventrexian-it
9481772	"Final Space" One of Us	2021	Italian	it	2023-03-28 03:20:05	13406546	srt	1	 Final.Space.S03E04.WEBRip.Netflix	0.000	3	4	6317068	tv	http://www.opensubtitles.org/subtitles/9481772/final-space-one-of-us-it
